ExerciseID,Name,CollectionNumber,StarterCode,SampleSolution,ExerciseType,Points
1922,Fix the Soccer field,1.3.2,"# background
Rect(0, 0, 400, 400, fill='forestGreen')

# This code 'looks right', but it contains an error: the outline of the field
# is drawn using four lines! The autograder will not accept it unless the
# outline is drawn using a rectangle.
### (HINT: One rectangle can draw the same field outline as these four lines!)
### Fix Your Code Here ###
Line(50, 100, 350, 100, fill='white')
Line(50, 100, 50, 300, fill='white')
Line(350, 100, 350, 300, fill='white')
Line(50, 300, 350, 300, fill='white')

# penalty box
Circle(85, 200, 25, fill=None, border='white')
Circle(315, 200, 25, fill=None, border='white')
Rect(50, 150, 50, 100, fill='forestGreen', border='white')
Rect(300, 150, 50, 100, fill='forestGreen', border='white')

# center field
Line(200, 100, 200, 300, fill='white')
Circle(200, 200, 25, fill=None, border='white')

# goals
Rect(40, 180, 20, 40, fill='white')
Rect(340, 180, 20, 40, fill='white')
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# background
Rect(0, 0, 400, 400, fill='forestGreen')

# Draws a Rect so that now the autograder recognizes the solution!
Rect(50, 100, 300, 200, fill=None, border='white')

# penalty box
Circle(85, 200, 25, fill=None, border='white')
Circle(315, 200, 25, fill=None, border='white')
Rect(50, 150, 50, 100, fill='forestGreen', border='white')
Rect(300, 150, 50, 100, fill='forestGreen', border='white')

# center field
Line(200, 100, 200, 300, fill='white')
Circle(200, 200, 25, fill=None, border='white')

# goals
Rect(40, 180, 20, 40, fill='white')
Rect(340, 180, 20, 40, fill='white')
",regular,1
1927,Stick person comic,1.3.4,"### There is a lot of code here, so look for the green highlighted lines
### to find where you need to add your code.

Line(200, 0, 200, 400)
Line(0, 200, 400, 200)

# left-top panel
# Uncomment the two lines of code below and fix them so they draw the title.
### Modify Your Code Here ###
# Label('THE TALE OF', 125, 50)
# Label('A PROGRAMMER')

# right-top panel
# Drawing order: speech bubble, computer, stick person 1, stick person 2

# Draw the speech for the top right corner using a label.
### Modify Your Code Here ###
# Label('I do not get your code')

Oval(300, 40, 175, 50, fill=None, border='black')
Line(320, 65, 340, 90)
Line(330, 65, 340, 90)

Rect(200, 120, 10, 50, fill='grey', border='black')
Rect(200, 175, 25, 10, fill='grey', border='black')

Rect(242, 150, 16, 50, fill='lightSkyBlue', border='black')
Line(255, 155, 215, 170)
Circle(250, 135, 15, fill='white', border='black')
Circle(244, 135, 2)

Line(340, 140, 310, 130)
Line(310, 130, 340, 110)
Rect(332, 135, 16, 65, fill='lightGreen', border='black')
Circle(340, 120, 15, fill='white', border='black')
Circle(334, 120, 2)

# left-bottom panel
# Drawing order: speech bubble, computer, stick person 1, stick person 2

# Draw the speech for the bottom left corner using a label.
### Modify Your Code Here ###
# Label()

Oval(100, 240, 120, 50, fill=None, border='black')
Line(80, 265, 70, 290)
Line(90, 265, 70, 290)

Rect(0, 320, 10, 50, fill='grey', border='black')
Rect(0, 375, 25, 10, fill='grey', border='black')

Rect(42, 350, 16, 80, fill='lightSkyBlue', border='black')
Circle(50, 335, 15, fill='white', border='black')
Circle(56, 335, 2)

Rect(132, 335, 16, 80, fill='lightGreen', border='black')
Circle(140, 320, 15, fill='white', border='black')
Circle(134, 320, 2)

# right-bottom panel
# Drawing order: speech bubble, computer, stick person 1, stick person 2

# Draw the speech for the bottom right corner using a label.
### Modify Your Code Here ###
# Label()

Oval(300, 240, 150, 50, fill=None, border='black')
Line(280, 265, 270, 290)
Line(290, 265, 270, 290)

Rect(200, 320, 10, 50, fill='grey', border='black')
Rect(200, 375, 25, 10, fill='grey', border='black')

Line(250, 360, 215, 325)
Line(250, 360, 285, 325)
Rect(242, 350, 16, 80, fill='lightSkyBlue', border='black')
Circle(250, 335, 15, fill='white', border='black')
Line(245, 335, 260, 335, lineWidth=3, dashes=(3, 8))

Line(340, 320, 340, 400)
Rect(332, 335, 16, 80, fill='lightGreen', border='black')
Circle(340, 320, 15, fill='white', border='black')
Line(330, 320, 350, 320, dashes=(5, 7))
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

### There is a lot of code here, so look for the green highlighted lines
### to find where you need to add your code.

Line(200, 0, 200, 400)
Line(0, 200, 400, 200)

# left-top panel
Label('THE TALE OF', 100, 75, fill='lightSkyBlue', size=20, italic=True,
      bold=True)
Label('A PROGRAMMER', 100, 125, fill='lightSkyBlue', size=20, italic=True,
      bold=True)

# right-top panel
# Drawing order: speech bubble, computer, stick person 1, stick person 2

# Draw the speech for the top right corner using a label.
Label('I do not get your code', 300, 40, font='monospace')

Oval(300, 40, 175, 50, fill=None, border='black')
Line(320, 65, 340, 90)
Line(330, 65, 340, 90)

Rect(200, 120, 10, 50, fill='grey', border='black')
Rect(200, 175, 25, 10, fill='grey', border='black')

Rect(242, 150, 16, 50, fill='lightSkyBlue', border='black')
Line(255, 155, 215, 170)
Circle(250, 135, 15, fill='white', border='black')
Circle(244, 135, 2)

Line(340, 140, 310, 130)
Line(310, 130, 340, 110)
Rect(332, 135, 16, 65, fill='lightGreen', border='black')
Circle(340, 120, 15, fill='white', border='black')
Circle(334, 120, 2)

# left-bottom panel
# Drawing order: speech bubble, computer, stick person 1, stick person 2

# Draw the speech for the bottom left corner using a label.
Label('Neither do I', 100, 240, font='monospace')

Oval(100, 240, 120, 50, fill=None, border='black')
Line(80, 265, 70, 290)
Line(90, 265, 70, 290)

Rect(0, 320, 10, 50, fill='grey', border='black')
Rect(0, 375, 25, 10, fill='grey', border='black')

Rect(42, 350, 16, 80, fill='lightSkyBlue', border='black')
Circle(50, 335, 15, fill='white', border='black')
Circle(56, 335, 2)

Rect(132, 335, 16, 80, fill='lightGreen', border='black')
Circle(140, 320, 15, fill='white', border='black')
Circle(134, 320, 2)

# right-bottom panel
# Drawing order: speech bubble, computer, stick person 1, stick person 2

# Draw the speech for the bottom right corner using a label.
Label('But it works!!', 300, 240, font='monospace')

Oval(300, 240, 150, 50, fill=None, border='black')
Line(280, 265, 270, 290)
Line(290, 265, 270, 290)

Rect(200, 320, 10, 50, fill='grey', border='black')
Rect(200, 375, 25, 10, fill='grey', border='black')

Line(250, 360, 215, 325)
Line(250, 360, 285, 325)
Rect(242, 350, 16, 80, fill='lightSkyBlue', border='black')
Circle(250, 335, 15, fill='white', border='black')
Line(245, 335, 260, 335, lineWidth=3, dashes=(3, 8))

Line(340, 320, 340, 400)
Rect(332, 335, 16, 80, fill='lightGreen', border='black')
Circle(340, 320, 15, fill='white', border='black')
Line(330, 320, 350, 320, dashes=(5, 7))
",regular,2
1926,Target,1.3.4,"# draw the target
Circle(200, 150, 100, fill='red')
Circle(200, 150, 70, fill='white')
Circle(200, 150, 35, fill='red')

# You are given the target. Use Label to add the name and complete the logo.
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# draw the target
Circle(200, 150, 100, fill='red')
Circle(200, 150, 70, fill='white')
Circle(200, 150, 35, fill='red')

# You are given the target. Use Label to add the name and complete the logo.
Label('TARGET', 200, 300, fill='red', size=65, bold=True)
",regular,1
1928,Nametag,1.3.4,"# Draws the background.
Rect(0, 0, 400, 400, fill=gradient('silver', 'black', start='left-top'))

# Draws the nametag rope and card.
Line(200, 95, 275, -15, fill='crimson', lineWidth=35)
Rect(25, 75, 350, 275, fill=gradient('red', 'orange', 'yellow', 'limeGreen',
                                     'blue', 'purple', start='bottom'))
Line(200, 95, 145, -15, fill='red', lineWidth=35)
Oval(200, 95, 85, 15, fill='grey')

# Draws the blank name-writing section.
Rect(50, 190, 300, 120, fill='white')
Rect(65, 175, 270, 150, fill='white')
Circle(65, 190, 15, fill='white')
Circle(65, 310, 15, fill='white')
Circle(335, 190, 15, fill='white')
Circle(335, 310, 15, fill='white')

# Add the labels to finish the nametag.
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# Draws the background.
Rect(0, 0, 400, 400, fill=gradient('silver', 'black', start='left-top'))

# Draws the nametag rope and card.
Line(200, 95, 275, -15, fill='crimson', lineWidth=35)
Rect(25, 75, 350, 275, fill=gradient('red', 'orange', 'yellow', 'limeGreen',
                                     'blue', 'purple', start='bottom'))
Line(200, 95, 145, -15, fill='red', lineWidth=35)
Oval(200, 95, 85, 15, fill='grey')

# Draws the blank name-writing section.
Rect(50, 190, 300, 120, fill='white')
Rect(65, 175, 270, 150, fill='white')
Circle(65, 190, 15, fill='white')
Circle(65, 310, 15, fill='white')
Circle(335, 190, 15, fill='white')
Circle(335, 310, 15, fill='white')

# Add the labels to finish the nametag.
Label('Hello, my name is', 200, 140, fill='white', size=35, bold=True)
Label('Python', 200, 250, border='black', size=75, bold=True,
      fill=gradient('limeGreen', 'yellow', 'orange', start='top'))
",regular,1
1932,Stars,1.3.6,"# The circle is provided for you.
Circle(200, 200, 200, fill='lemonChiffon')

# Draw the four stars and use the Inspector to find the roundness values.
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# The circle is provided for you.
Circle(200, 200, 200, fill='lemonChiffon')

# Draw the four stars and use the Inspector to find the roundness values.
Star(200, 200, 200, 6, fill='lightSalmon', roundness=80)
Star(200, 200, 200, 6, fill='lightCyan', roundness=60)
Star(200, 200, 200, 6, fill='lavender', roundness=40)
Star(200, 200, 200, 6, fill='rosyBrown', roundness=20)
",regular,2
1930,Captain America,1.3.6,"# Create Captain America's shield!
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# Create Captain America's shield
Circle(200, 200, 150, fill=gradient('red', 'darkRed', start='left'))
Circle(200, 200, 120, fill=gradient('white', 'darkGrey', start='left'))
Circle(200, 200, 90, fill=gradient('red', 'darkRed', start='left'))
Circle(200, 200, 60, fill=gradient('blue', 'darkBlue', start='left'))
Star(200, 200, 60, 5, fill=gradient('white', 'darkGrey', start='left'))
",regular,1
1929,Flag of Aruba,1.3.6,"# Draw the flag of Aruba.
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# Draw the flag of Aruba.
Rect(50, 100, 300, 200, fill=rgb(51, 153, 204))
Rect(50, 260, 300, 10, fill='yellow')
Rect(50, 240, 300, 10, fill='yellow')

Star(100, 150, 30, 4, fill='red', border='white')

Label('Aruba', 200, 50, size=30)
",regular,1
1931,Regular polygons,1.3.6,"# Draws a background and the circle on the left.
Rect(0, 0, 400, 400, fill='orchid')
Circle(100, 200, 150, fill='crimson', border='black')

# Draw the polygons.
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# Draws a background and the circle on the left.
Rect(0, 0, 400, 400, fill='orchid')
Circle(100, 200, 150, fill='crimson', border='black')

# Draw the polygons.
RegularPolygon(150, 200, 125, 6, fill='indigo', border='black')
RegularPolygon(200, 200, 100, 5, fill='royalBlue', border='black')
RegularPolygon(250, 200, 75, 4, fill='springGreen', border='black')
RegularPolygon(300, 200, 50, 3, fill='yellow', border='black')
",regular,1
1933,Polygons Checkpoint 1,1.3.7.1,"# Draw a polygon to match the solution canvas!
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

Polygon(200, 0, 0, 200, 200, 400, 400, 200, fill='gold')
",regular,1
1935,Diamond,1.3.8,"# draws a background
Rect(0, 0, 400, 400, fill=gradient('powderBlue', 'lightCyan', start='top'))

# Create the outer shape of the diamond using one Polygon.
### Place Your Code Here ###

# Create the brighter inner part of the diamond using a Polygon.
### Place Your Code Here ###

# Create the cut Lines.
### Place Your Code Here ###

# Finish by adding a sparkle to the diamond!
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# draws a background
Rect(0, 0, 400, 400, fill=gradient('powderBlue', 'lightCyan', start='top'))

# Create the outer shape of the diamond using a Polygon.
Polygon(60, 150, 100, 100, 300, 100, 340, 150, 200, 300,
        fill=gradient('white', 'lightBlue'), border='black', borderWidth=4)

# Create the brighter inner part of the diamond using a Polygon.
Polygon(200, 100, 125, 150, 200, 300, 275, 150, fill='azure', border='black')

# Create the cut lines.
Line(60, 150, 340, 150)
Line(100, 100, 125, 150)
Line(300, 100, 275, 150)

# Finish by adding a sparkle to the diamond!
Star(265, 120, 15, 6, fill='white', roundness=15)
",regular,2
1934,Scotty dog,1.3.8,"# Draws the Scotty Dog head.
Polygon(130, 60, 150, 140, 150, 70, 170, 130, 260, 130, 220, 150, 325, 160,
        315, 260, 290, 240, 210, 240, 210, 270, 250, 310, 180, 380, 80, 280,
        130, 205)

# Draw the scarf around the neck.
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# Draws the Scotty Dog head.
Polygon(130, 60, 150, 140, 150, 70, 170, 130, 260, 130, 220, 150, 325, 160,
        315, 260, 290, 240, 210, 240, 210, 270, 250, 310, 180, 380, 80, 280,
        130, 205)

# Draw the scarf around the neck.
Polygon(130, 205, 210, 270, 250, 310, 80, 280, fill='red')
",regular,1
1936,Monarch,1.3.8,"# background
Rect(0, 0, 400, 400, fill=gradient('white', 'skyBlue'))

# wings
Polygon(200, 115, 130, 240, 270, 240, fill='orange')
Polygon(190, 100, 200, 80, 210, 100, 210, 285, 200, 330, 190, 285)
Circle(290, 130, 80)
Circle(110, 130, 80)
Oval(270, 240, 150, 100)
Oval(130, 240, 150, 100)

# dots
Circle(99, 68, 7, fill='white')
Circle(301, 68, 7, fill='white')
Circle(69, 85, 7, fill='white')
Circle(331, 85, 7, fill='white')
Circle(50, 111, 7, fill='white')
Circle(350, 111, 7, fill='white')

# antennae
Line(195, 92, 174, 57)
Line(205, 92, 226, 57)

# top half of the pattern
Polygon(220, 150, 255, 85, 280, 75, 275, 100, fill='orange')
Polygon(240, 165, 275, 115, 330, 100, 300, 140, fill='orange')
Polygon(260, 180, 295, 155, 330, 155, 310, 185, fill='orange')

# Finish the top half of the pattern.
### Place Your Code Here ###

# bottom half of the pattern
Polygon(80, 225, 120, 210, 160, 230, 115, 240, fill='white')
Polygon(180, 250, 125, 245, 105, 270, 145, 270, fill='white')
Polygon(75, 250, 80, 235, 110, 245, 95, 265, fill='white')

# Finish the bottom half of the pattern.
### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# background
Rect(0, 0, 400, 400, fill=gradient('white', 'skyBlue'))

# wings
Polygon(200, 115, 130, 240, 270, 240, fill='orange')
Polygon(190, 100, 200, 80, 210, 100, 210, 285, 200, 330, 190, 285)
Circle(290, 130, 80)
Circle(110, 130, 80)
Oval(270, 240, 150, 100)
Oval(130, 240, 150, 100)

# dots
Circle(99, 68, 7, fill='white')
Circle(301, 68, 7, fill='white')
Circle(69, 85, 7, fill='white')
Circle(331, 85, 7, fill='white')
Circle(50, 111, 7, fill='white')
Circle(350, 111, 7, fill='white')

# antennae
Line(195, 92, 174, 57)
Line(205, 92, 226, 57)

# top half of the pattern
Polygon(220, 150, 255, 85, 280, 75, 275, 100, fill='orange')
Polygon(240, 165, 275, 115, 330, 100, 300, 140, fill='orange')
Polygon(260, 180, 295, 155, 330, 155, 310, 185, fill='orange')

# Finish the top half of the pattern.
Polygon(180, 150, 145, 85, 120, 75, 125, 100, fill='orange')
Polygon(160, 165, 125, 115, 70, 100, 100, 140, fill='orange')
Polygon(140, 180, 105, 155, 70, 155, 90, 185, fill='orange')

# bottom half of the pattern
Polygon(80, 225, 120, 210, 160, 230, 115, 240, fill='white')
Polygon(180, 250, 125, 245, 105, 270, 145, 270, fill='white')
Polygon(75, 250, 80, 235, 110, 245, 95, 265, fill='white')

# Finish the bottom half of the pattern.
Polygon(320, 225, 280, 210, 240, 230, 285, 240, fill='white')
Polygon(220, 250, 275, 245, 295, 270, 255, 270, fill='white')
Polygon(325, 250, 320, 235, 290, 245, 305, 265, fill='white')
",regular,1
